"lon","lat"
4.44425,51.28843
12.275433,44.805742
2.968118,42.106176
34.142375,44.945153
14.267482,36.050845
32.769138,45.5364
15.111707,37.528341
15.079434,37.506782
22.861316,40.627125
25.439278,37.009925
25.452373,37.136439
11.563953,43.530863
0.097036,38.72735
14.338747,41.237267
28.097294,36.175611
9.047863,39.26238
12.252225,45.475628
37.312886,44.888727
-3.606353,40.413121
3.885359,43.832368
14.24472,40.843072
12.546993,41.867095
10.387796,45.151946
37.331545,44.890677
15.785556,43.755278
17.525553,40.656228
6.575345,36.27771
-3.608224,40.417451
-3.608355,40.413455
19.493889,41.315556
29.122882,37.925326
6.463212,36.319397
31.492366,30.058526
26.218941,38.202344
37.268294,44.975003
37.332203,44.905372
14.045872,40.801502
15.21439,38.181146
34.538833,44.74577
21.759556,39.563417
22.415464,39.651507
15.708331,38.250755
12.669052,41.795137
11.633846,43.271329
11.231402,43.790754
11.232895,43.823887
11.53937,43.527897
34.408633,44.671908
15.236013,38.22582
32.506073,45.384146
22.829897,40.626329
9.328721,42.693114
21.756772,39.568866
17.3148,40.371383
11.376326,42.406095
11.208765,42.557178
10.861629,42.770701
12.486699,41.826532
7.572464,43.795981
12.403038,44.19018
23.254091,40.664598
23.100209,40.675241
27.499073,40.964062
17.598141,40.669814
15.772602,43.77161
13.58491,42.064429
48.380231,41.938086
11.634406,43.271566
-3.593076,40.477894
15.780497,43.77117
12.252357,44.087953
-3.741275,40.481534
3.124042,41.858799
12.240787,44.68681
17.347327,42.783975
25.38528,36.461079
17.127398,39.07513
17.128644,39.074106
34.975467,44.848892
29.257742,40.88072
12.511327,41.872219
33.505792,44.507496
10.229097,43.951725
31.484932,30.059584
22.913658,40.892128
12.328613,44.072975
27.212075,38.4505
19.441183,41.312755
14.779782,41.13306
25.734247,35.255888
37.311627,44.882214
1.795678,41.460835
23.638265,39.975751
28.357737,31.069708
22.412292,39.644448
7.371389,37.077778
16.639187,43.18087
33.553283,44.74075
23.749002,38.048553
19.432402,41.320597
7.373333,37.074444
26.920661,37.69423
15.546921,43.893805
24.456343,36.725505
22.881964,37.534245
27.034862,37.729735
10.307542,42.7645
25.26705,37.104545
4.668133,44.157555
34.233943,45.480376
31.654604,36.668905
24.705088,40.861229
10.328529,43.952568
10.328922,43.952377
7.318105,43.707522
37.312204,44.876974
16.497606,43.506719
8.502634,39.927566
35.035622,44.831212
16.038455,41.945644
16.679042,43.168509
23.939898,40.315117
28.166528,36.420488
33.253437,45.153553
33.253164,45.152753
4.825725,43.394424
33.572735,44.604982
24.710548,40.991452
31.831228,36.602376
31.851008,36.591729
14.223922,40.545097
19.412526,40.510455
10.618286,36.406364
17.208657,40.413192
16.791031,40.714016
3.69726,51.03967
16.413599,43.503085
37.794755,44.679257
22.968833,39.348841
12.468562,45.446042
38.07222,44.570625
12.310226,45.304503
24.440597,36.723992
14.272526,40.867063
16.247795,43.516588
28.795747,40.517338
32.404534,34.774857
23.101412,40.675765
26.504415,39.176429
22.915165,40.891323
24.500142,35.34326
15.922355,43.818138
16.586129,41.199471
24.701605,40.97448
31.344496,36.809836
6.30549,52.85798
33.534234,44.627022
34.421631,44.678044
16.211783,43.511733
31.665411,36.651695
30.536863,36.507942
4.249872,39.844826
3.845814,43.640934
20.85924,39.668403
13.508906,43.609984
22.9645,39.3502
4.207384,39.826851
-0.144283,38.567072
26.771584,37.283661
19.431862,41.319106
16.588266,41.199874
29.184228,41.02398
31.563252,36.712314
35.389452,45.05831
33.502991,44.534509
5.98304,43.127288
27.459913,38.608503
15.052793,37.504397
4.737146,43.422338
