phylum,class,order,family,genus,species,country,adm1,lon,lat
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-100.936929000000006,29.363934000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.620582999999996,30.561000000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-100.417851999999996,29.293983000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.641700999999998,29.960667000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.879997000000003,30.000000000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.930167999999995,29.893864000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.744324000000006,30.026206999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.549199999999999,29.763013999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.398269999999997,29.747178000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.306555000000003,30.434909999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.589457999999993,30.391152000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.267083000000000,29.680921999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.420699999999997,29.740113999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.811194999999998,29.807230000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.300928999999996,29.338305999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.826087999999999,30.102536000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.785036000000005,32.840156999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.560773999999995,28.676304999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.350724999999997,30.609863000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.610321999999996,30.466747000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.440586999999994,30.098821000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.723209999999995,30.574161000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.534672000000000,29.430156000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.818342000000001,29.710739000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.793940000000006,26.152588999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.136885000000007,26.080133000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.771811000000000,29.411998000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.186132999999998,29.881640999999998
