"lon","lat"
2.70417,51.13889
3.33074,51.36192
2.54695,51.08777
4.252715,43.718287
4.245363,43.620211
14.267482,36.050845
-6.06276,36.915092
-9.160657,38.741721
-8.802047,37.651776
-9.152463,38.672094
-9.201579,38.638789
-2.287664,35.099883
35.061357,32.830531
0.068905,38.643457
3.01842,51.26725
4.31149,51.30521
4.31198,51.30502
2.9403,51.22686
4.20559,51.25507
2.65456,51.12947
3.27096,51.34437
2.64794,51.11244
2.92637,51.23739
-8.96305,38.74637
2.55541,51.08297
2.92806,51.23769
3.23474,51.34113
2.93334,51.2395
20.677734,38.834296
3.135495,43.309532
-8.938905,38.758853
3.044068,42.575772
3.2267,51.34298
3.14322,51.32026
2.55935,51.09414
3.34173,51.36114
2.93682,51.24016
2.55726,51.09331
2.75186,51.15962
-0.476965,49.338772
3.22711,51.34219
2.56038,51.09449
3.2475,51.34162
-7.599463,37.944178
-0.517822,39.467415
-0.516823,39.462955
-9.17958,38.762947
-9.182116,38.721641
-8.891988,38.826237
-7.958961,37.029365
2.92924,51.23759
3.22487,51.33099
2.7621,51.16605
2.961,51.24874
-8.60866,40.637711
-9.225278,38.728056
-7.646456,37.973876
3.07474,51.29718
3.14231,51.31904
2.55171,51.09086
-8.886305,38.922548
23.753614,38.031059
-2.843338,36.74755
-2.868555,36.823022
-4.458654,36.673304
-6.116724,37.251375
-6.093041,37.327432
-8.930068,37.010479
12.757693,45.542047
12.25695,44.6438
-0.717255,37.953571
16.094214,41.355723
-9.056936,38.660179
3.21863,51.27571
-8.905178,38.727816
-8.891004,38.825174
-6.005924,37.412178
-3.623218,37.13695
2.093156,41.466178
-6.966193,38.890356
-2.602374,36.806022
-8.042624,37.577604
-8.192434,38.634007
2.778759,41.773628
-7.662014,37.63874
2.56645,51.08877
2.78326,51.17162
2.78761,51.17527
2.54972,51.08473
3.05813,51.28826
2.56311,51.09606
-8.45267,37.185267
3.929376,43.670147
9.535996,42.469787
3.186107,39.3492
-9.414788,38.945262
-5.995461,37.380961
2.8696,51.21091
2.69444,51.13312
2.76367,51.16394
2.72754,51.15371
3.1099,51.31106
2.68859,51.13616
2.65604,51.12936
2.76683,51.16257
3.07165,51.29761
3.16333,51.32519
2.75892,51.16234
2.58407,51.08883
2.74412,51.14643
2.64649,51.12056
2.75168,51.16096
3.2253,51.28091
2.57608,51.09787
23.666209,37.994612
-9.31254,38.721345
15.136319,41.927968
3.19559,51.31661
-6.402773,36.677895
4.024879,43.556335
-3.171534,43.352425
-9.312306,38.721668
-4.533211,36.599231
9.533488,42.474693
-9.081355,38.626691
